Name,Time,Cost,Resource,Image
Ricochet Cannon 3,777600,17500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/77/Ricochet_Cannon3.png
Ricochet Cannon 4,1166400,26500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/76/Ricochet_Cannon4.png
Ricochet Cannon 5,518400,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/76/Ricochet_Cannon4.png
Ricochet Cannon 6,604800,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/76/Ricochet_Cannon4.png
Multi-Archer Tower 1,604800,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/3/31/Multi-Archer_Tower1.png
Multi-Archer Tower 2,691200,13000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/2/29/Multi-Archer_Tower2.png
Multi-Archer Tower 3,777600,17500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/14/Multi-Archer_Tower3.png
Multi-Archer Tower 4,1209600,27000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/f7/Multi-Archer_Tower4.png
Multi-Archer Tower 5,518400,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/f7/Multi-Archer_Tower4.png
Multi-Archer Tower 6,604800,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/f7/Multi-Archer_Tower4.png
Firespitter 1,734400,17000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/59/Firespitter1.png
Firespitter 2,864000,18000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/59/Firespitter2.png
Firespitter 3,1296000,29000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Firespitter3.png
Firespitter 4,561600,14000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Firespitter3.png
Firespitter 5,648000,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/eb/Firespitter3.png
Multi-Gear Tower 1,864000,17000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/17/Multi-Gear_Tower1_LongRange.png
Multi-Gear Tower 2,928800,18000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/e9/Multi-Gear_Tower2_LongRange.png
Multi-Gear Tower 3,1209600,28000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Multi-Gear_Tower3_LongRange.png
Multi-Gear Tower 4,518400,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Multi-Gear_Tower3_LongRange.png
Multi-Gear Tower 5,604800,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Multi-Gear_Tower3_LongRange.png
Revenge Tower 1,1123200,430000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/bf/Revenge_Tower1_Stage3.png
Revenge Tower 2,1209600,460000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b3/Revenge_Tower2_Stage3.png
Revenge Tower 3,604800,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b3/Revenge_Tower2_Stage3.png
Revenge Tower 4,691200,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b3/Revenge_Tower2_Stage3.png
Super Wizard Tower 1,1123200,29000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/68/Super_Wizard_Tower1.png
Super Wizard Tower 2,1209600,30000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/98/Super_Wizard_Tower2.png
Super Wizard Tower 3,518400,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/98/Super_Wizard_Tower2.png
Super Wizard Tower 4,604800,14000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/98/Super_Wizard_Tower2.png
Crafted Defense AA1,21600,3500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA2,28800,4500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA3,36000,5500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA4,43200,6500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA5,64800,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA6,154800,8500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA7,288000,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA8,496800,11500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AA9,734400,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB1,28800,4000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB2,36000,5000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB3,39600,6000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB4,46800,7500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB5,68400,9000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB6,165600,10500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB7,298800,12000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB8,532800,13500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AB9,864000,15000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC1,14400,30000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC2,21600,40000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC3,28800,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC4,36000,60000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC5,57600,70000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC6,144000,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC7,266400,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC8,453600,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense AC9,777600,110000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hot_Candle4-1.png
Crafted Defense BA1,14400,3000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA2,21600,4000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA3,28800,5000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA4,36000,6000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA5,57600,7000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA6,144000,8000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA7,266400,9000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA8,453600,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BA9,777600,11000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB1,21600,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB2,28800,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB3,36000,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB4,43200,65000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB5,64800,75000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB6,154800,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB7,288000,95000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB8,496800,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BB9,820800,115000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC1,28800,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC2,36000,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC3,39600,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC4,46800,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC5,68400,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC6,165600,10500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC7,298800,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC8,532800,13500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense BC9,864000,15000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/97/Hero_Hunter4.png
Crafted Defense CA1,28800,40000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA2,36000,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA3,39600,60000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA4,46800,70000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA5,68400,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA6,165600,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA7,298800,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA8,532800,110000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CA9,864000,120000,DE,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB1,14400,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB2,21600,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB3,28800,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB4,36000,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB5,57600,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB6,144000,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB7,266400,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB8,453600,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CB9,777600,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC1,21600,3500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC2,28800,4500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC3,36000,5500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC4,43200,6500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC5,64800,7500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC6,154800,8500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC7,288000,10000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC8,496800,11500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Crafted Defense CC9,820800,13000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/ff/Cake-A-Pult4.png
Wall 1,0,0,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/74/Wall1.png
Wall 2,0,1000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/97/Wall2.png
Wall 3,0,5000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/f5/Wall3.png
Wall 4,0,10000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/62/Wall4.png
Wall 5,0,20000,Both,https://static.wikia.nocookie.net/clashofclans/images/c/c4/Wall5.png
Wall 6,0,30000,Both,https://static.wikia.nocookie.net/clashofclans/images/c/c7/Wall6.png
Wall 7,0,50000,Both,https://static.wikia.nocookie.net/clashofclans/images/b/be/Wall7.png
Wall 8,0,75000,Both,https://static.wikia.nocookie.net/clashofclans/images/0/06/Wall8.png
Wall 9,0,100000,Both,https://static.wikia.nocookie.net/clashofclans/images/9/93/Wall9.png
Wall 10,0,200000,Both,https://static.wikia.nocookie.net/clashofclans/images/8/8b/Wall10.png
Wall 11,0,500000,Both,https://static.wikia.nocookie.net/clashofclans/images/8/86/Wall11.png
Wall 12,0,1000000,Both,https://static.wikia.nocookie.net/clashofclans/images/4/41/Wall12.png
Wall 13,0,1500000,Both,https://static.wikia.nocookie.net/clashofclans/images/2/23/Wall13.png
Wall 14,0,2000000,Both,https://static.wikia.nocookie.net/clashofclans/images/5/53/Wall14.png
Wall 15,0,3000000,Both,https://static.wikia.nocookie.net/clashofclans/images/6/61/Wall15.png
Wall 16,0,4000000,Both,https://static.wikia.nocookie.net/clashofclans/images/8/81/Wall16.png
Wall 17,0,5000000,Both,https://static.wikia.nocookie.net/clashofclans/images/6/6c/Wall17.png
Wall 18,0,7000000,Both,https://static.wikia.nocookie.net/clashofclans/images/0/02/Wall18.png
Wall 19,0,10000000,Both,https://static.wikia.nocookie.net/clashofclans/images/4/4d/Wall19.png
Bomb 1,0,400,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Bomb1.png
Bomb 2,60,1000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Bomb1.png
Bomb 3,300,10000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Bomb3.png
Bomb 4,1800,40000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Bomb3.png
Bomb 5,3600,100000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/71/Bomb5.png
Bomb 6,7200,230000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/71/Bomb5.png
Bomb 7,10800,330000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/62/Bomb7.png
Bomb 8,14400,500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/6/62/Bomb7.png
Bomb 9,21600,750000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/5d/Bomb9.png
Bomb 10,43200,1300000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/5d/Bomb9.png
Bomb 11,64800,2500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/78/Bomb11.png
Bomb 12,86400,4000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/78/Bomb11.png
Bomb 13,172800,8500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Bomb13.png
Bomb 14,691200,14000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Bomb13.png
Spring Trap 1,0,2000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/74/Spring_Trap1.png
Spring Trap 2,3600,130000,Gold,https://static.wikia.nocookie.net/clashofclans/images/7/74/Spring_Trap1.png
Spring Trap 3,7200,240000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Spring_Trap3.png
Spring Trap 4,10800,350000,Gold,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Spring_Trap3.png
Spring Trap 5,14400,800000,Gold,https://static.wikia.nocookie.net/clashofclans/images/d/d5/Spring_Trap5.png
Spring Trap 6,21600,1000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/d/d5/Spring_Trap5.png
Spring Trap 7,28800,1700000,Gold,https://static.wikia.nocookie.net/clashofclans/images/d/dc/Spring_Trap7.png
Spring Trap 8,43200,2000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/d/dc/Spring_Trap7.png
Spring Trap 9,64800,3000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/fe/Spring_Trap9.png
Spring Trap 10,86400,4000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/f/fe/Spring_Trap9.png
Spring Trap 11,172800,6000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/07/Spring_Trap11.png
Spring Trap 12,259200,13000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/0/07/Spring_Trap11.png
Spring Trap 13,950400,16000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Spring_Trap13.png
Air Bomb 1,0,4000,Gold,https://static.wikia.nocookie.net/clashofclans/images/b/be/Air_Bomb1.png
Air Bomb 2,1800,20000,Gold,https://static.wikia.nocookie.net/clashofclans/images/b/be/Air_Bomb1.png
Air Bomb 3,3600,75000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/5c/Air_Bomb3.png
Air Bomb 4,14400,300000,Gold,https://static.wikia.nocookie.net/clashofclans/images/5/5c/Air_Bomb3.png
Air Bomb 5,28800,550000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/99/Air_Bomb5.png
Air Bomb 6,43200,800000,Gold,https://static.wikia.nocookie.net/clashofclans/images/9/99/Air_Bomb5.png
Air Bomb 7,50400,1000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/15/Air_Bomb7.png
Air Bomb 8,57600,1200000,Gold,https://static.wikia.nocookie.net/clashofclans/images/1/15/Air_Bomb7.png
Air Bomb 9,86400,2000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/b/b1/Air_Bomb9.png
Air Bomb 10,129600,3000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/b/b1/Air_Bomb9.png
Air Bomb 11,172800,5000000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Air_Bomb11.png
Air Bomb 12,259200,9500000,Gold,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Air_Bomb11.png
